"BehaviorSpace results (NetLogo 6.1.1)"
"coc00031.nlogo"
"Allv3"
"03/02/2020 05:00:27:711 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-20","20","-8","8"
"[run number]","number-of-lanes","max-patience","acceleration","number-of-cars","deceleration","[step]","[speed] of selected-car"
"594","1","21","0.002","181","0.08","999","0"
"596","1","21","0.002","191","0.02","999","0"
"598","1","21","0.002","191","0.06","999","0"
"597","1","21","0.002","191","0.04","999","0"
"595","1","21","0.002","181","0.1","999","0"
"601","1","21","0.004","1","0.02","999","0"
"602","1","21","0.004","1","0.04","999","0"
"603","1","21","0.004","1","0.06","999","0"
"599","1","21","0.002","191","0.08","999","0.10000000000000002"
"604","1","21","0.004","1","0.08","999","0"
"605","1","21","0.004","1","0.1","999","0"
"600","1","21","0.002","191","0.1","999","0"
"607","1","21","0.004","11","0.04","999","0"
"606","1","21","0.004","11","0.02","999","0"
"608","1","21","0.004","11","0.06","999","0"
"609","1","21","0.004","11","0.08","999","0"
"610","1","21","0.004","11","0.1","999","0"
"611","1","21","0.004","21","0.02","999","0"
"612","1","21","0.004","21","0.04","999","0"
"613","1","21","0.004","21","0.06","999","0"
"614","1","21","0.004","21","0.08","999","0"
"616","1","21","0.004","31","0.02","999","0"
"617","1","21","0.004","31","0.04","999","0"
"615","1","21","0.004","21","0.1","999","0"
"618","1","21","0.004","31","0.06","999","0"
"619","1","21","0.004","31","0.08","999","0"
"620","1","21","0.004","31","0.1","999","0"
"621","1","21","0.004","41","0.02","999","0"
"622","1","21","0.004","41","0.04","999","0"
"624","1","21","0.004","41","0.08","999","0"
"623","1","21","0.004","41","0.06","999","0"
"626","1","21","0.004","51","0.02","999","0"
"627","1","21","0.004","51","0.04","999","0"
"628","1","21","0.004","51","0.06","999","0"
"625","1","21","0.004","41","0.1","999","0"
"629","1","21","0.004","51","0.08","999","0"
"630","1","21","0.004","51","0.1","999","0"
"631","1","21","0.004","61","0.02","999","0"
"632","1","21","0.004","61","0.04","999","0"
"633","1","21","0.004","61","0.06","999","0"
"634","1","21","0.004","61","0.08","999","0"
"635","1","21","0.004","61","0.1","999","0"
"637","1","21","0.004","71","0.04","999","0"
"636","1","21","0.004","71","0.02","999","0"
"638","1","21","0.004","71","0.06","999","0"
"639","1","21","0.004","71","0.08","999","0"
"640","1","21","0.004","71","0.1","999","0"
"641","1","21","0.004","81","0.02","999","0"
"642","1","21","0.004","81","0.04","999","0"
"643","1","21","0.004","81","0.06","999","0"
"644","1","21","0.004","81","0.08","999","0"
"646","1","21","0.004","91","0.02","999","0"
"647","1","21","0.004","91","0.04","999","0"
"648","1","21","0.004","91","0.06","999","0"
"650","1","21","0.004","91","0.1","999","0"
"649","1","21","0.004","91","0.08","999","0"
"651","1","21","0.004","101","0.02","999","0"
"652","1","21","0.004","101","0.04","999","0"
"653","1","21","0.004","101","0.06","999","0"
"645","1","21","0.004","81","0.1","999","0"
"654","1","21","0.004","101","0.08","999","0"
"656","1","21","0.004","111","0.02","999","0"
"655","1","21","0.004","101","0.1","999","0"
"657","1","21","0.004","111","0.04","999","0"
"658","1","21","0.004","111","0.06","999","0"
"659","1","21","0.004","111","0.08","999","0"
"660","1","21","0.004","111","0.1","999","0"
"662","1","21","0.004","121","0.04","999","0"
"664","1","21","0.004","121","0.08","999","0"
"665","1","21","0.004","121","0.1","999","0"
"666","1","21","0.004","131","0.02","999","0"
"663","1","21","0.004","121","0.06","999","0"
"661","1","21","0.004","121","0.02","999","0"
"667","1","21","0.004","131","0.04","999","0"
"668","1","21","0.004","131","0.06","999","0"
"669","1","21","0.004","131","0.08","999","0"
"673","1","21","0.004","141","0.06","999","0"
"672","1","21","0.004","141","0.04","999","0"
"671","1","21","0.004","141","0.02","999","0"
"670","1","21","0.004","131","0.1","999","0"
"675","1","21","0.004","141","0.1","999","0"
"676","1","21","0.004","151","0.02","999","0"
"674","1","21","0.004","141","0.08","999","0"
"677","1","21","0.004","151","0.04","999","0"
"678","1","21","0.004","151","0.06","999","0"
"680","1","21","0.004","151","0.1","999","0"
"681","1","21","0.004","161","0.02","999","0"
"679","1","21","0.004","151","0.08","999","0"
"682","1","21","0.004","161","0.04","999","0"
"683","1","21","0.004","161","0.06","999","0"
"685","1","21","0.004","161","0.1","999","0"
"684","1","21","0.004","161","0.08","999","0"
"686","1","21","0.004","171","0.02","999","0"
"687","1","21","0.004","171","0.04","999","0"
"688","1","21","0.004","171","0.06","999","0"
"689","1","21","0.004","171","0.08","999","0"
"690","1","21","0.004","171","0.1","999","0"
"691","1","21","0.004","181","0.02","999","0"
"692","1","21","0.004","181","0.04","999","0"
"694","1","21","0.004","181","0.08","999","0"
"695","1","21","0.004","181","0.1","999","0"
"696","1","21","0.004","191","0.02","999","0"
"697","1","21","0.004","191","0.04","999","0"
"693","1","21","0.004","181","0.06","999","0"
"698","1","21","0.004","191","0.06","999","0"
"701","1","21","0.006","1","0.02","999","0"
"699","1","21","0.004","191","0.08","999","0"
"702","1","21","0.006","1","0.04","999","0"
"703","1","21","0.006","1","0.06","999","0"
"704","1","21","0.006","1","0.08","999","0"
"700","1","21","0.004","191","0.1","999","0"
"705","1","21","0.006","1","0.1","999","0"
"706","1","21","0.006","11","0.02","999","0"
"707","1","21","0.006","11","0.04","999","0"
"708","1","21","0.006","11","0.06","999","0"
"709","1","21","0.006","11","0.08","999","0"
"710","1","21","0.006","11","0.1","999","0"
"711","1","21","0.006","21","0.02","999","0"
"712","1","21","0.006","21","0.04","999","0"
"715","1","21","0.006","21","0.1","999","0"
"714","1","21","0.006","21","0.08","999","0.14800000000000035"
"713","1","21","0.006","21","0.06","999","0"
"716","1","21","0.006","31","0.02","999","0"
"717","1","21","0.006","31","0.04","999","0"
"718","1","21","0.006","31","0.06","999","0"
"719","1","21","0.006","31","0.08","999","0"
"720","1","21","0.006","31","0.1","999","0"
"721","1","21","0.006","41","0.02","999","0"
"722","1","21","0.006","41","0.04","999","0"
"724","1","21","0.006","41","0.08","999","0"
"723","1","21","0.006","41","0.06","999","0"
"726","1","21","0.006","51","0.02","999","0"
"725","1","21","0.006","41","0.1","999","0"
"727","1","21","0.006","51","0.04","999","0"
"728","1","21","0.006","51","0.06","999","0"
"729","1","21","0.006","51","0.08","999","0"
"730","1","21","0.006","51","0.1","999","0"
"731","1","21","0.006","61","0.02","999","0"
"733","1","21","0.006","61","0.06","999","0"
"734","1","21","0.006","61","0.08","999","0"
"735","1","21","0.006","61","0.1","999","0"
"736","1","21","0.006","71","0.02","999","0"
"738","1","21","0.006","71","0.06","999","0"
"737","1","21","0.006","71","0.04","999","0"
"741","1","21","0.006","81","0.02","999","0"
"740","1","21","0.006","71","0.1","999","0"
"739","1","21","0.006","71","0.08","999","0"
"742","1","21","0.006","81","0.04","999","0"
"732","1","21","0.006","61","0.04","999","0"
"743","1","21","0.006","81","0.06","999","0"
"744","1","21","0.006","81","0.08","999","0"
"745","1","21","0.006","81","0.1","999","0"
"746","1","21","0.006","91","0.02","999","0"
"748","1","21","0.006","91","0.06","999","0"
"747","1","21","0.006","91","0.04","999","0"
"749","1","21","0.006","91","0.08","999","0"
"751","1","21","0.006","101","0.02","999","0"
"752","1","21","0.006","101","0.04","999","0"
"753","1","21","0.006","101","0.06","999","0"
"750","1","21","0.006","91","0.1","999","0"
"755","1","21","0.006","101","0.1","999","0"
"754","1","21","0.006","101","0.08","999","0"
"756","1","21","0.006","111","0.02","999","0"
"757","1","21","0.006","111","0.04","999","0"
"758","1","21","0.006","111","0.06","999","0"
"760","1","21","0.006","111","0.1","999","0"
"759","1","21","0.006","111","0.08","999","0"
"762","1","21","0.006","121","0.04","999","0"
"763","1","21","0.006","121","0.06","999","0"
"764","1","21","0.006","121","0.08","999","0"
"765","1","21","0.006","121","0.1","999","0"
"766","1","21","0.006","131","0.02","999","0"
"761","1","21","0.006","121","0.02","999","0"
"767","1","21","0.006","131","0.04","999","0"
"768","1","21","0.006","131","0.06","999","0"
"769","1","21","0.006","131","0.08","999","0"
"770","1","21","0.006","131","0.1","999","0"
"771","1","21","0.006","141","0.02","999","0"
"772","1","21","0.006","141","0.04","999","0"
"773","1","21","0.006","141","0.06","999","0"
"775","1","21","0.006","141","0.1","999","0"
"774","1","21","0.006","141","0.08","999","0"
"777","1","21","0.006","151","0.04","999","0"
"776","1","21","0.006","151","0.02","999","0"
"778","1","21","0.006","151","0.06","999","0"
"779","1","21","0.006","151","0.08","999","0"
"780","1","21","0.006","151","0.1","999","0"
"781","1","21","0.006","161","0.02","999","0"
"782","1","21","0.006","161","0.04","999","0"
"784","1","21","0.006","161","0.08","999","0"
"785","1","21","0.006","161","0.1","999","0"
"786","1","21","0.006","171","0.02","999","0"
"787","1","21","0.006","171","0.04","999","0"
"788","1","21","0.006","171","0.06","999","0"
"783","1","21","0.006","161","0.06","999","0"
"789","1","21","0.006","171","0.08","999","0"
"790","1","21","0.006","171","0.1","999","0"
"791","1","21","0.006","181","0.02","999","0"
"792","1","21","0.006","181","0.04","999","0"
"793","1","21","0.006","181","0.06","999","0"
"794","1","21","0.006","181","0.08","999","0"
"795","1","21","0.006","181","0.1","999","0"
"797","1","21","0.006","191","0.04","999","0"
"801","1","21","0.008","1","0.02","999","0"
"802","1","21","0.008","1","0.04","999","0"
"803","1","21","0.008","1","0.06","999","0"
"798","1","21","0.006","191","0.06","999","0"
"796","1","21","0.006","191","0.02","999","0"
"799","1","21","0.006","191","0.08","999","0"
"800","1","21","0.006","191","0.1","999","0"
"804","1","21","0.008","1","0.08","999","0"
"805","1","21","0.008","1","0.1","999","0"
"806","1","21","0.008","11","0.02","999","0"
"807","1","21","0.008","11","0.04","999","0"
"808","1","21","0.008","11","0.06","999","0"
"810","1","21","0.008","11","0.1","999","0"
"811","1","21","0.008","21","0.02","999","0"
"812","1","21","0.008","21","0.04","999","0"
"809","1","21","0.008","11","0.08","999","0"
"813","1","21","0.008","21","0.06","999","0"
"814","1","21","0.008","21","0.08","999","0"
"815","1","21","0.008","21","0.1","999","0"
"816","1","21","0.008","31","0.02","999","0"
"817","1","21","0.008","31","0.04","999","0"
"818","1","21","0.008","31","0.06","999","0"
"819","1","21","0.008","31","0.08","999","0"
"821","1","21","0.008","41","0.02","999","0"
"820","1","21","0.008","31","0.1","999","0"
"822","1","21","0.008","41","0.04","999","0"
"824","1","21","0.008","41","0.08","999","0"
"823","1","21","0.008","41","0.06","999","0"
"825","1","21","0.008","41","0.1","999","0"
"826","1","21","0.008","51","0.02","999","0"
"827","1","21","0.008","51","0.04","999","0"
"828","1","21","0.008","51","0.06","999","0"
"831","1","21","0.008","61","0.02","999","0"
"830","1","21","0.008","51","0.1","999","0"
"833","1","21","0.008","61","0.06","999","0"
"832","1","21","0.008","61","0.04","999","0"
"834","1","21","0.008","61","0.08","999","0"
"835","1","21","0.008","61","0.1","999","0"
"829","1","21","0.008","51","0.08","999","0"
"836","1","21","0.008","71","0.02","999","0"
"837","1","21","0.008","71","0.04","999","0"
"839","1","21","0.008","71","0.08","999","0"
"838","1","21","0.008","71","0.06","999","0"
"841","1","21","0.008","81","0.02","999","0"
"840","1","21","0.008","71","0.1","999","0"
"842","1","21","0.008","81","0.04","999","0"
"845","1","21","0.008","81","0.1","999","0"
"846","1","21","0.008","91","0.02","999","0"
"844","1","21","0.008","81","0.08","999","0"
"847","1","21","0.008","91","0.04","999","0"
"848","1","21","0.008","91","0.06","999","0"
"849","1","21","0.008","91","0.08","999","0"
"851","1","21","0.008","101","0.02","999","0"
"850","1","21","0.008","91","0.1","999","0"
"852","1","21","0.008","101","0.04","999","0"
"853","1","21","0.008","101","0.06","999","0"
"855","1","21","0.008","101","0.1","999","0"
"854","1","21","0.008","101","0.08","999","0"
"843","1","21","0.008","81","0.06","999","0"
"856","1","21","0.008","111","0.02","999","0"
"857","1","21","0.008","111","0.04","999","0"
"858","1","21","0.008","111","0.06","999","0"
"859","1","21","0.008","111","0.08","999","0"
"860","1","21","0.008","111","0.1","999","0"
"861","1","21","0.008","121","0.02","999","0"
"862","1","21","0.008","121","0.04","999","0"
"864","1","21","0.008","121","0.08","999","0"
"863","1","21","0.008","121","0.06","999","0"
"865","1","21","0.008","121","0.1","999","0"
"866","1","21","0.008","131","0.02","999","0"
"867","1","21","0.008","131","0.04","999","0"
"868","1","21","0.008","131","0.06","999","0"
"869","1","21","0.008","131","0.08","999","0"
"870","1","21","0.008","131","0.1","999","0"
"871","1","21","0.008","141","0.02","999","0"
"873","1","21","0.008","141","0.06","999","0"
"875","1","21","0.008","141","0.1","999","0"
"874","1","21","0.008","141","0.08","999","0"
"872","1","21","0.008","141","0.04","999","0"
"876","1","21","0.008","151","0.02","999","0"
"877","1","21","0.008","151","0.04","999","0"
"878","1","21","0.008","151","0.06","999","0"
"879","1","21","0.008","151","0.08","999","0"
"880","1","21","0.008","151","0.1","999","0"
"881","1","21","0.008","161","0.02","999","0"
"882","1","21","0.008","161","0.04","999","0"
"884","1","21","0.008","161","0.08","999","0"
"885","1","21","0.008","161","0.1","999","0"
"883","1","21","0.008","161","0.06","999","0"
"886","1","21","0.008","171","0.02","999","0"
"887","1","21","0.008","171","0.04","999","0"
"888","1","21","0.008","171","0.06","999","0"
"889","1","21","0.008","171","0.08","999","0"
"890","1","21","0.008","171","0.1","999","0"
"892","1","21","0.008","181","0.04","999","0"
"891","1","21","0.008","181","0.02","999","0"
"894","1","21","0.008","181","0.08","999","0"
"896","1","21","0.008","191","0.02","999","0"
"895","1","21","0.008","181","0.1","999","0"
"893","1","21","0.008","181","0.06","999","0"
"897","1","21","0.008","191","0.04","999","0"
"901","1","21","0.01","1","0.02","999","0"
"898","1","21","0.008","191","0.06","999","0"
"902","1","21","0.01","1","0.04","999","0"
"903","1","21","0.01","1","0.06","999","0"
"904","1","21","0.01","1","0.08","999","0"
"905","1","21","0.01","1","0.1","999","0"
"899","1","21","0.008","191","0.08","999","0"
"900","1","21","0.008","191","0.1","999","0"
"907","1","21","0.01","11","0.04","999","0"
"906","1","21","0.01","11","0.02","999","0"
"908","1","21","0.01","11","0.06","999","0"
"909","1","21","0.01","11","0.08","999","0"
"910","1","21","0.01","11","0.1","999","0"
"911","1","21","0.01","21","0.02","999","0"
"912","1","21","0.01","21","0.04","999","0"
"913","1","21","0.01","21","0.06","999","0"
"914","1","21","0.01","21","0.08","999","0"
"915","1","21","0.01","21","0.1","999","0"
"916","1","21","0.01","31","0.02","999","0"
"917","1","21","0.01","31","0.04","999","0"
"919","1","21","0.01","31","0.08","999","0"
"918","1","21","0.01","31","0.06","999","0"
"920","1","21","0.01","31","0.1","999","0"
"921","1","21","0.01","41","0.02","999","0"
"922","1","21","0.01","41","0.04","999","0"
"923","1","21","0.01","41","0.06","999","0"
"924","1","21","0.01","41","0.08","999","0"
"925","1","21","0.01","41","0.1","999","0"
"926","1","21","0.01","51","0.02","999","0"
"928","1","21","0.01","51","0.06","999","0"
"927","1","21","0.01","51","0.04","999","0"
"929","1","21","0.01","51","0.08","999","0"
"930","1","21","0.01","51","0.1","999","0"
"931","1","21","0.01","61","0.02","999","0"
"932","1","21","0.01","61","0.04","999","0"
"933","1","21","0.01","61","0.06","999","0"
"934","1","21","0.01","61","0.08","999","0"
"935","1","21","0.01","61","0.1","999","0"
"937","1","21","0.01","71","0.04","999","0"
"938","1","21","0.01","71","0.06","999","0"
"936","1","21","0.01","71","0.02","999","0"
"939","1","21","0.01","71","0.08","999","0"
"940","1","21","0.01","71","0.1","999","0"
"941","1","21","0.01","81","0.02","999","0"
"942","1","21","0.01","81","0.04","999","0"
"943","1","21","0.01","81","0.06","999","0"
"944","1","21","0.01","81","0.08","999","0"
"945","1","21","0.01","81","0.1","999","0"
"947","1","21","0.01","91","0.04","999","0"
"948","1","21","0.01","91","0.06","999","0"
"946","1","21","0.01","91","0.02","999","0"
"949","1","21","0.01","91","0.08","999","0"
"950","1","21","0.01","91","0.1","999","0"
"951","1","21","0.01","101","0.02","999","0"
"952","1","21","0.01","101","0.04","999","0"
"953","1","21","0.01","101","0.06","999","0"
"954","1","21","0.01","101","0.08","999","0"
"955","1","21","0.01","101","0.1","999","0"
"957","1","21","0.01","111","0.04","999","0"
"956","1","21","0.01","111","0.02","999","0"
"958","1","21","0.01","111","0.06","999","0"
"959","1","21","0.01","111","0.08","999","0"
"960","1","21","0.01","111","0.1","999","0"
"961","1","21","0.01","121","0.02","999","0"
"963","1","21","0.01","121","0.06","999","0"
"962","1","21","0.01","121","0.04","999","0"
"964","1","21","0.01","121","0.08","999","0"
"966","1","21","0.01","131","0.02","999","0"
"967","1","21","0.01","131","0.04","999","0"
"965","1","21","0.01","121","0.1","999","0"
"968","1","21","0.01","131","0.06","999","0"
"969","1","21","0.01","131","0.08","999","0"
"970","1","21","0.01","131","0.1","999","0"
"971","1","21","0.01","141","0.02","999","0"
"972","1","21","0.01","141","0.04","999","0"
"973","1","21","0.01","141","0.06","999","0"
"974","1","21","0.01","141","0.08","999","0"
"975","1","21","0.01","141","0.1","999","0"
"976","1","21","0.01","151","0.02","999","0"
"977","1","21","0.01","151","0.04","999","0"
"978","1","21","0.01","151","0.06","999","0"
"979","1","21","0.01","151","0.08","999","0"
